Message ID,Conversation ID,Conversation Name,Device ID,Question Id,Question Type,Question Title,Question Description,Question Duration,Question Score,Question Max Score,Question Options,Question Response,Timestamp,@timestamp
ASSESS:e21ef7bfa42b3473b8a4456ea9f9fc72,c5629c27-7416-453c-b79e-43d781cc7d36,DST Form Bot,4621a094-ea69-45fd-8e9d-01f703178199,b74c632c-b625-4894-8641-492375a47e9d,mcq,"Are you present in the OJT Industry?","",0,1,1,"[{\"1\":{\"text\":\"1 Yes\"}},{\"2\":{\"text\":\"2 No\"}}]","[{\"1\":{\"text\":\"1 Yes\"}}]",2022-03-09T12:44:46.505Z,2022-03-09T12:44:46.505Z
ASSESS:e71a992fccdc3aab9b98d0cc920aeb55,c5629c27-7416-453c-b79e-43d781cc7d36,DST Form Bot,4621a094-ea69-45fd-8e9d-01f703178199,0188eea0-8f61-4f42-8f37-c9c86afbc190,ftp,"Record your location.","",0,1,1,[],"[{\"ans1\":\"26.824541 75.8505031\"}]",2022-03-09T12:44:58.847Z,2022-03-09T12:44:58.847Z
ASSESS:e3b7b2aaaf7d38adad670809cf702851,c5629c27-7416-453c-b79e-43d781cc7d36,DST Form Bot,4621a094-ea69-45fd-8e9d-01f703178199,0a9e299e-e8c1-48be-b48d-a88e00e40484,mcq,"Are you present in the OJT Industry?","",0,1,1,"[{\"1\":{\"text\":\"1 Yes\"}},{\"2\":{\"text\":\"2 No\"}}]","[{\"1\":{\"text\":\"1 Yes\"}}]",2022-03-09T12:45:12.688Z,2022-03-09T12:45:12.688Z
ASSESS:4bdc10976a6332578d91dec404986697,c5629c27-7416-453c-b79e-43d781cc7d36,DST Form Bot,4621a094-ea69-45fd-8e9d-01f703178199,0188eea0-8f61-4f42-8f37-c9c86afbc190,ftp,"Record your location.","",0,1,1,[],"[{\"ans1\":\"26.8046790723215 75.84534692561557Ground Floor, Crystal Court Mall, Malviya Nagar, Jaipur, RājasthānFoodie's Dayhttps://foursquare.com/v/54e983f3498e0dbe7cbe04c5\"}]",2022-03-09T12:45:35.951Z,2022-03-09T12:45:35.951Z
ASSESS:b6ecc5239e443d0e98926cc199523689,c5629c27-7416-453c-b79e-43d781cc7d36,DST Form Bot,4621a094-ea69-45fd-8e9d-01f703178199,0188eea0-8f61-4f42-8f37-c9c86afbc190,ftp,"Record your location.","",0,1,1,[],"[{\"ans1\":\"Dnndndn\"}]",2022-03-09T12:45:41.401Z,2022-03-09T12:45:41.401Z
ASSESS:2d362e627e4e3b75803d7ab8d5d88126,c5629c27-7416-453c-b79e-43d781cc7d36,DST Form Bot,4621a094-ea69-45fd-8e9d-01f703178199,0188eea0-8f61-4f42-8f37-c9c86afbc190,ftp,"Record your location.","",0,1,1,[],"[{\"ans1\":\"26.84022201082202 75.819604479544252B & 2C, Jagatpura Road, Near Jawahar Circle, Jaipur - 302 017, Rajasthan. India, Jaipur, Rājasthān 302017The Lalit Jaipurhttps://foursquare.com/v/5d3af2ea3c6d2b00086e6a26\"}]",2022-03-09T12:45:47.799Z,2022-03-09T12:45:47.799Z
ASSESS:8521aa341fae30d6aa594452f03a439e,c5629c27-7416-453c-b79e-43d781cc7d36,DST Form Bot,4621a094-ea69-45fd-8e9d-01f703178199,0188eea0-8f61-4f42-8f37-c9c86afbc190,ftp,"Record your location.","",0,1,1,[],"[{\"ans1\":\"26.81699 75.84716Pratap Nagar, Jaipur, Rājasthān 303906Bhavya Govindamhttps://foursquare.com/v/61856ef0cc7cc27c9c329ab1\"}]",2022-03-09T12:46:14.680Z,2022-03-09T12:46:14.680Z
ASSESS:0ae7898fd76d32d08e057bdfdb9dd32e,c5629c27-7416-453c-b79e-43d781cc7d36,DST Form Bot,4621a094-ea69-45fd-8e9d-01f703178199,0188eea0-8f61-4f42-8f37-c9c86afbc190,ftp,"Record your location.","",0,1,1,[],"[{\"ans1\":\"26.8236513 75.850119\"}]",2022-03-09T12:46:22.773Z,2022-03-09T12:46:22.773Z
ASSESS:ABEGkXWXGFcIAgo-sAv7TR5eMS8d,c5629c27-7416-453c-b79e-43d781cc7d36,DST Form Bot,4621a094-ea69-45fd-8e9d-01f703178199,b447d7ed-93f4-4777-8d7e-a6871c1a4856,mcq,"Are you present in the OJT Industry?","",0,1,1,"[{\"1\":{\"text\":\"1 Yes\"}},{\"2\":{\"text\":\"2 No\"}}]","[{\"1\":{\"text\":\"1 Yes\"}}]",2022-03-16T06:33:57.211Z,2022-03-16T06:33:57.211Z
ASSESS:ABEGkXWXGFcIAhA7TlWyZ1W9hHxkc1xJFEEU,c5629c27-7416-453c-b79e-43d781cc7d36,DST Form Bot,4621a094-ea69-45fd-8e9d-01f703178199,0188eea0-8f61-4f42-8f37-c9c86afbc190,ftp,"Record your location.","",0,1,1,[],"[{\"ans1\":\"26.803781 75.828144RājasthānMetacube Software LTDhttps://foursquare.com/v/4ce3d9782407a1cddf3f50d0\"}]",2022-03-16T06:34:12.273Z,2022-03-16T06:34:12.273Z
